text,stress_level,study_hour,screen_time,sleep_hour,social_hours,physical_activity,stress_score
Some days are tough but I push myself.,Medium,6.9,4.5,5.0,4.0,3.1,67.0
Things are stressing me out a bit.,Medium,4.9,9.2,7.7,4.1,0.6,60.0
A few things are bothering me today.,Medium,4.9,8.4,5.4,5.4,0.7,59.0
My stress level is moderate today.,Medium,1.5,5.9,8.8,1.9,0.7,48.0
I feel pressure but I'm trying to stay strong.,Medium,1.8,6.5,8.4,4.1,0.6,48.0
Trying to balance everything is tiring.,Medium,5.5,5.1,7.1,2.3,1.5,47.0
Some days are tough but I push myself.,Medium,2.1,3.4,6.9,2.5,0.8,48.0
Things are stressing me out a bit.,Medium,3.7,9.3,5.2,5.0,2.8,44.0
A few things are bothering me today.,Medium,4.5,4.9,6.7,2.4,1.5,40.0
I need a break but I’ll keep going.,Medium,2.5,7.3,7.9,3.1,0.7,65.0
Trying to balance everything is tiring.,Medium,5.9,4.7,6.2,1.1,0.7,40.0
Trying to stay positive despite difficulties.,Medium,5.5,5.5,5.4,5.6,1.5,52.0
I feel anxious but still somewhat okay.,Medium,7.1,3.2,8.2,4.0,2.7,60.0
My stress level is moderate today.,Medium,6.4,8.9,4.2,2.9,2.1,45.0
Things are stressing me out a bit.,Medium,3.7,5.2,8.0,4.1,1.6,68.0
Trying to balance everything is tiring.,Medium,5.8,7.0,8.2,2.2,2.2,44.0
My stress level is moderate today.,Medium,2.7,8.5,4.7,1.0,2.9,60.0
A few things are bothering me today.,Medium,5.3,3.5,8.8,3.4,1.4,55.0
Trying to stay positive despite difficulties.,Medium,5.6,8.3,6.3,3.6,2.3,59.0
"Not the best day, but not the worst either.",Medium,5.1,4.6,6.4,2.7,1.4,57.0
Some days are tough but I push myself.,Medium,6.9,7.1,4.7,5.1,1.7,40.0
I'm dealing with some emotional pressure.,Medium,4.5,3.9,8.8,2.7,1.8,62.0
Some days are tough but I push myself.,Medium,6.1,4.6,4.6,1.8,0.6,60.0
I could use some rest from the workload.,Medium,2.5,6.9,5.9,3.7,1.4,56.0
Trying to stay positive despite difficulties.,Medium,3.6,8.5,5.8,1.8,1.1,49.0
Trying to balance everything is tiring.,Medium,7.6,4.0,7.4,1.9,0.6,58.0
I feel a little stressed but I'm coping.,Medium,4.6,7.4,7.9,2.9,1.7,41.0
I feel pressure but I'm trying to stay strong.,Medium,4.2,5.3,4.4,1.7,1.7,62.0
My stress level is moderate today.,Medium,6.6,8.0,4.7,4.8,1.1,45.0
Trying to stay positive despite difficulties.,Medium,4.3,6.2,5.8,5.3,1.3,63.0
Trying to balance everything is tiring.,Medium,2.5,6.8,7.5,3.2,2.6,64.0
Trying to balance everything is tiring.,Medium,3.9,5.7,5.0,1.1,0.5,42.0
Some days are tough but I push myself.,Medium,4.6,9.9,4.1,1.3,1.0,41.0
Today has its ups and downs.,Medium,7.5,8.9,6.0,5.6,1.3,55.0
My stress level is moderate today.,Medium,2.3,7.5,6.5,2.0,2.6,55.0
"Not the best day, but not the worst either.",Medium,6.1,6.4,5.1,3.9,3.5,61.0
My stress level is moderate today.,Medium,7.8,3.5,4.6,4.7,3.2,67.0
Some days are tough but I push myself.,Medium,2.2,7.5,4.2,1.7,1.2,51.0
I’m worried about deadlines but managing.,Medium,1.8,5.4,7.1,4.2,3.5,60.0
I feel a little stressed but I'm coping.,Medium,5.3,8.1,5.0,4.2,3.4,42.0
Trying to stay positive despite difficulties.,Medium,3.1,8.5,7.1,5.3,2.0,41.0
Trying to stay positive despite difficulties.,Medium,3.3,9.5,5.2,4.9,0.8,68.0
"Not the best day, but not the worst either.",Medium,1.4,3.9,4.7,4.2,3.4,55.0
Trying to balance everything is tiring.,Medium,5.3,6.2,7.2,6.0,3.2,69.0
Trying to stay positive despite difficulties.,Medium,4.6,7.6,6.3,2.5,2.5,63.0
I'm dealing with some emotional pressure.,Medium,4.6,5.6,7.9,5.1,0.7,51.0
I feel a little stressed but I'm coping.,Medium,3.1,8.6,7.9,4.0,1.4,57.0
Today has its ups and downs.,Medium,2.8,3.7,8.3,5.5,0.6,54.0
I feel pressure but I'm trying to stay strong.,Medium,3.5,8.2,6.6,3.5,2.6,60.0
A few things are bothering me today.,Medium,3.9,5.3,8.0,6.0,2.6,67.0
Trying to balance everything is tiring.,Medium,7.6,5.6,4.3,2.7,2.9,40.0
I feel a little stressed but I'm coping.,Medium,1.8,9.9,5.5,4.7,3.1,60.0
Some days are tough but I push myself.,Medium,4.2,3.3,4.2,3.3,0.7,69.0
Things are stressing me out a bit.,Medium,4.7,7.1,5.0,5.6,2.4,69.0
I feel pressure but I'm trying to stay strong.,Medium,2.3,4.6,4.8,3.9,2.8,65.0
Things are stressing me out a bit.,Medium,1.8,8.6,4.1,3.5,2.0,54.0
Things are stressing me out a bit.,Medium,5.0,9.5,7.1,3.0,2.2,54.0
Trying to stay positive despite difficulties.,Medium,6.4,3.4,7.8,5.1,2.9,65.0
Some days are tough but I push myself.,Medium,2.5,4.9,6.4,5.7,1.7,41.0
My stress level is moderate today.,Medium,5.1,7.6,8.5,3.2,1.8,67.0
I need a break but I’ll keep going.,Medium,6.3,8.6,8.1,5.0,1.9,61.0
I feel anxious but still somewhat okay.,Medium,7.0,7.9,4.1,1.8,0.6,49.0
Things are stressing me out a bit.,Medium,3.2,5.4,5.7,1.1,2.2,46.0
I feel anxious but still somewhat okay.,Medium,7.8,3.5,4.9,3.0,0.9,63.0
I need a break but I’ll keep going.,Medium,6.8,9.6,7.3,4.2,3.0,41.0
"Not the best day, but not the worst either.",Medium,4.1,8.0,6.6,2.6,1.8,62.0
Today has its ups and downs.,Medium,3.5,4.0,5.7,3.6,2.0,58.0
I could use some rest from the workload.,Medium,6.1,6.8,4.2,3.8,1.1,41.0
Some days are tough but I push myself.,Medium,2.4,9.2,4.0,1.5,3.2,47.0
I feel a little stressed but I'm coping.,Medium,5.4,5.5,8.1,2.9,2.8,44.0
I feel anxious but still somewhat okay.,Medium,4.4,6.7,5.3,2.6,0.6,48.0
"Not the best day, but not the worst either.",Medium,4.0,3.8,5.1,3.4,2.8,65.0
Trying to balance everything is tiring.,Medium,2.3,8.8,6.1,4.7,1.9,66.0
Trying to balance everything is tiring.,Medium,2.5,4.9,5.6,5.9,1.2,51.0
My stress level is moderate today.,Medium,5.2,6.2,8.8,5.4,2.4,41.0
I'm dealing with some emotional pressure.,Medium,3.6,6.7,7.3,5.8,3.1,44.0
My stress level is moderate today.,Medium,6.6,8.1,6.2,3.5,1.9,48.0
A few things are bothering me today.,Medium,3.5,7.7,4.0,4.5,1.8,62.0
Things are stressing me out a bit.,Medium,4.6,9.5,5.2,1.8,2.4,63.0
Some days are tough but I push myself.,Medium,4.7,8.1,6.0,4.2,2.8,69.0
I feel a little stressed but I'm coping.,Medium,1.1,8.4,6.1,3.9,0.6,55.0
I feel anxious but still somewhat okay.,Medium,3.6,5.0,4.6,5.6,2.9,43.0
I feel anxious but still somewhat okay.,Medium,7.2,7.5,6.7,5.6,1.9,61.0
Today has its ups and downs.,Medium,7.6,9.7,8.1,5.2,0.8,60.0
Trying to stay positive despite difficulties.,Medium,1.4,7.9,5.2,4.4,2.1,62.0
Trying to stay positive despite difficulties.,Medium,6.3,9.0,7.6,3.3,2.1,49.0
My stress level is moderate today.,Medium,4.0,4.8,5.3,4.8,1.7,63.0
I could use some rest from the workload.,Medium,2.0,6.6,6.5,1.6,1.4,65.0
I’m worried about deadlines but managing.,Medium,6.2,6.5,4.9,1.4,2.2,51.0
I feel a little stressed but I'm coping.,Medium,1.9,9.7,7.4,1.1,2.7,54.0
"Not the best day, but not the worst either.",Medium,3.2,6.2,7.0,5.5,3.3,42.0
I’m worried about deadlines but managing.,Medium,6.0,9.2,5.2,4.9,1.7,63.0
My stress level is moderate today.,Medium,5.0,7.3,5.0,5.4,0.6,64.0
A few things are bothering me today.,Medium,6.4,6.3,6.6,6.0,1.5,42.0
Things are stressing me out a bit.,Medium,7.2,7.7,7.8,1.4,0.6,45.0
Trying to balance everything is tiring.,Medium,7.7,7.4,8.9,3.3,2.6,59.0
Today has its ups and downs.,Medium,4.0,3.7,8.7,3.7,3.3,43.0
Trying to stay positive despite difficulties.,Medium,4.7,9.2,6.1,3.2,1.7,53.0
Things are stressing me out a bit.,Medium,1.2,4.1,7.8,1.3,3.1,58.0
I need a break but I’ll keep going.,Medium,5.6,3.6,8.9,1.6,2.6,64.0
I'm dealing with some emotional pressure.,Medium,7.8,7.1,7.9,5.9,2.9,56.0
I could use some rest from the workload.,Medium,1.8,6.5,8.9,1.3,2.6,46.0
I feel pressure but I'm trying to stay strong.,Medium,6.9,4.4,5.7,4.0,3.4,58.0
A few things are bothering me today.,Medium,7.3,7.4,5.5,5.2,3.1,41.0
Trying to balance everything is tiring.,Medium,2.7,4.3,5.7,4.1,3.2,48.0
I need a break but I’ll keep going.,Medium,2.3,9.8,8.5,3.6,1.9,57.0
I feel pressure but I'm trying to stay strong.,Medium,4.1,8.1,6.8,1.7,2.9,63.0
I’m worried about deadlines but managing.,Medium,5.2,7.2,8.2,4.9,1.1,43.0
Today has its ups and downs.,Medium,5.8,4.2,5.1,3.0,1.4,44.0
"Not the best day, but not the worst either.",Medium,2.4,5.8,6.5,5.2,2.2,48.0
Trying to balance everything is tiring.,Medium,7.8,3.1,6.5,4.0,3.2,68.0
Some days are tough but I push myself.,Medium,2.7,4.9,8.2,3.8,3.0,68.0
My stress level is moderate today.,Medium,1.2,7.9,5.5,3.3,0.5,48.0
I'm dealing with some emotional pressure.,Medium,7.7,5.0,4.4,2.5,3.4,62.0
"Not the best day, but not the worst either.",Medium,5.4,3.5,4.3,4.8,2.9,57.0
I could use some rest from the workload.,Medium,2.0,9.4,5.6,2.3,3.3,60.0
Some days are tough but I push myself.,Medium,7.6,8.7,5.2,5.1,1.6,52.0
Some days are tough but I push myself.,Medium,4.0,6.6,7.8,5.2,0.6,47.0
I could use some rest from the workload.,Medium,1.4,9.2,4.6,2.0,3.4,67.0
I feel pressure but I'm trying to stay strong.,Medium,1.3,5.6,6.8,4.7,2.7,66.0
I need a break but I’ll keep going.,Medium,6.4,9.2,4.6,3.8,1.8,53.0
Some days are tough but I push myself.,Medium,5.5,6.0,8.7,2.3,1.3,65.0
I’m worried about deadlines but managing.,Medium,4.2,7.0,5.8,3.7,2.3,63.0
Today has its ups and downs.,Medium,4.8,5.1,6.8,4.1,0.7,55.0
My stress level is moderate today.,Medium,4.8,6.7,5.1,2.8,0.7,54.0
Trying to stay positive despite difficulties.,Medium,3.6,6.5,5.8,5.8,2.0,49.0
I feel a little stressed but I'm coping.,Medium,5.1,7.2,8.4,3.9,2.7,68.0
Trying to stay positive despite difficulties.,Medium,1.6,8.0,6.9,1.3,2.9,69.0
I feel anxious but still somewhat okay.,Medium,3.6,9.1,5.6,4.8,0.8,43.0
I feel pressure but I'm trying to stay strong.,Medium,7.6,8.1,4.7,4.1,3.1,51.0
Things are stressing me out a bit.,Medium,5.3,9.0,7.3,1.9,2.8,56.0
I feel a little stressed but I'm coping.,Medium,7.4,4.7,8.1,5.3,2.2,41.0
I feel pressure but I'm trying to stay strong.,Medium,7.1,9.9,4.5,5.6,3.1,61.0
Trying to balance everything is tiring.,Medium,4.5,5.2,4.8,3.0,2.4,57.0
I feel a little stressed but I'm coping.,Medium,5.3,8.4,4.8,2.8,1.3,50.0
Today has its ups and downs.,Medium,6.2,6.8,5.9,5.1,3.0,53.0
My stress level is moderate today.,Medium,6.7,8.1,4.5,4.2,2.2,61.0
I’m worried about deadlines but managing.,Medium,2.6,5.8,5.2,1.2,2.9,47.0
I’m worried about deadlines but managing.,Medium,3.2,8.4,4.3,5.8,1.5,56.0
Today has its ups and downs.,Medium,3.5,4.8,6.5,4.9,2.9,51.0
Trying to balance everything is tiring.,Medium,6.8,9.9,5.7,4.3,2.2,64.0
I’m worried about deadlines but managing.,Medium,6.1,6.0,7.9,4.7,3.3,51.0
A few things are bothering me today.,Medium,7.1,6.9,7.8,2.0,1.6,58.0
"Not the best day, but not the worst either.",Medium,2.9,7.0,6.5,2.6,2.4,60.0
"Not the best day, but not the worst either.",Medium,2.7,3.8,8.5,3.0,0.5,50.0
I could use some rest from the workload.,Medium,4.9,8.0,8.8,1.9,2.0,51.0
Trying to stay positive despite difficulties.,Medium,5.1,8.6,5.7,3.1,2.0,61.0
My stress level is moderate today.,Medium,7.3,8.1,6.6,2.8,0.8,54.0
Trying to stay positive despite difficulties.,Medium,4.3,5.1,5.0,1.3,3.2,67.0
Trying to stay positive despite difficulties.,Medium,5.2,4.3,7.1,1.9,1.0,56.0
I feel a little stressed but I'm coping.,Medium,6.5,8.4,8.4,3.9,1.2,65.0
Trying to balance everything is tiring.,Medium,5.3,5.6,5.4,2.4,2.9,51.0
I feel a little stressed but I'm coping.,Medium,6.7,8.1,8.3,5.6,3.2,52.0
Trying to stay positive despite difficulties.,Medium,7.3,8.6,6.5,2.0,0.7,53.0
Trying to balance everything is tiring.,Medium,1.6,6.7,6.7,1.0,2.1,55.0
Trying to stay positive despite difficulties.,Medium,1.6,5.0,5.9,5.4,1.3,48.0
I feel anxious but still somewhat okay.,Medium,4.0,7.7,5.5,3.2,2.9,44.0
My stress level is moderate today.,Medium,2.6,9.1,4.0,1.1,2.8,60.0
Trying to stay positive despite difficulties.,Medium,6.0,3.5,5.7,2.8,3.5,53.0
I'm dealing with some emotional pressure.,Medium,7.1,5.1,7.4,1.9,0.7,57.0
I feel anxious but still somewhat okay.,Medium,1.2,6.9,8.0,2.9,3.4,51.0
Trying to stay positive despite difficulties.,Medium,3.2,3.8,8.5,1.4,1.8,44.0
My stress level is moderate today.,Medium,4.8,4.7,4.8,1.1,2.4,63.0
Trying to balance everything is tiring.,Medium,4.6,8.8,8.0,2.0,0.6,68.0
"Not the best day, but not the worst either.",Medium,1.6,3.8,7.7,5.5,1.8,50.0
Some days are tough but I push myself.,Medium,3.7,8.7,4.7,6.0,3.3,62.0
I'm dealing with some emotional pressure.,Medium,4.8,6.2,6.9,5.6,2.6,69.0
"Not the best day, but not the worst either.",Medium,5.1,6.3,7.0,3.4,1.6,57.0
"Not the best day, but not the worst either.",Medium,7.1,6.9,4.2,2.8,1.0,57.0
Today has its ups and downs.,Medium,6.3,4.4,5.0,4.2,1.6,50.0
Trying to balance everything is tiring.,Medium,2.0,8.2,7.0,4.4,2.3,45.0
I feel a little stressed but I'm coping.,Medium,5.2,8.2,5.1,5.7,3.1,68.0
I feel anxious but still somewhat okay.,Medium,7.1,7.7,6.5,3.2,3.2,51.0
I could use some rest from the workload.,Medium,2.0,3.6,5.9,1.8,1.2,49.0
Trying to balance everything is tiring.,Medium,5.6,8.0,4.1,3.1,1.8,64.0
A few things are bothering me today.,Medium,5.7,8.3,7.8,2.5,2.9,66.0
My stress level is moderate today.,Medium,6.9,9.7,7.8,5.8,1.9,62.0
Today has its ups and downs.,Medium,6.5,7.8,8.0,4.2,3.4,47.0
Trying to stay positive despite difficulties.,Medium,4.5,3.6,7.7,2.6,1.1,61.0
Today has its ups and downs.,Medium,5.6,9.7,5.7,3.4,2.6,57.0
Today has its ups and downs.,Medium,4.1,9.9,8.5,2.4,2.5,67.0
Things are stressing me out a bit.,Medium,5.2,5.1,8.7,5.4,3.2,47.0
I'm dealing with some emotional pressure.,Medium,3.5,9.7,6.9,3.9,1.6,63.0
I feel a little stressed but I'm coping.,Medium,2.7,6.5,4.3,4.9,3.5,64.0
Trying to stay positive despite difficulties.,Medium,2.8,3.4,4.8,5.3,3.0,41.0
Things are stressing me out a bit.,Medium,1.3,3.8,8.7,1.3,2.6,58.0
I feel a little stressed but I'm coping.,Medium,7.7,8.1,7.3,1.3,1.8,42.0
Things are stressing me out a bit.,Medium,7.4,3.9,6.9,3.4,1.4,65.0
Things are stressing me out a bit.,Medium,5.2,7.2,7.7,3.4,0.9,43.0
I'm dealing with some emotional pressure.,Medium,3.7,5.2,6.7,1.9,2.5,54.0
I could use some rest from the workload.,Medium,4.2,9.3,8.1,4.7,1.8,61.0
I feel pressure but I'm trying to stay strong.,Medium,1.2,5.8,6.4,3.5,2.7,43.0
I feel pressure but I'm trying to stay strong.,Medium,1.6,5.6,8.0,2.3,1.5,66.0
Things are stressing me out a bit.,Medium,7.1,7.5,5.7,2.0,2.7,60.0
My stress level is moderate today.,Medium,5.6,5.4,4.8,3.9,2.7,59.0
My stress level is moderate today.,Medium,1.8,4.8,7.7,4.2,3.2,46.0
I feel anxious but still somewhat okay.,Medium,2.3,7.9,7.2,4.1,0.9,54.0
I’m worried about deadlines but managing.,Medium,7.6,6.3,6.6,2.3,2.5,44.0
I could use some rest from the workload.,Medium,3.7,7.3,8.1,1.7,1.5,43.0
Things are stressing me out a bit.,Medium,5.1,5.5,5.2,2.5,1.6,43.0
A few things are bothering me today.,Medium,7.0,3.9,7.8,5.6,2.8,61.0
I'm dealing with some emotional pressure.,Medium,4.5,9.7,6.6,4.7,1.8,59.0
Trying to stay positive despite difficulties.,Medium,1.4,3.3,8.6,3.4,2.3,66.0
Trying to balance everything is tiring.,Medium,5.2,4.7,4.1,3.2,2.4,68.0
Trying to balance everything is tiring.,Medium,1.1,5.2,4.5,1.8,3.1,58.0
Trying to stay positive despite difficulties.,Medium,3.9,4.3,8.8,2.8,1.7,67.0
I’m worried about deadlines but managing.,Medium,5.6,8.0,6.6,5.4,2.8,40.0
I’m worried about deadlines but managing.,Medium,6.9,8.0,7.8,4.9,2.7,42.0
Some days are tough but I push myself.,Medium,4.5,3.3,6.3,5.4,1.9,61.0
Today has its ups and downs.,Medium,6.6,5.5,6.2,1.6,2.0,66.0
Trying to stay positive despite difficulties.,Medium,2.1,6.7,5.7,3.8,2.4,63.0
Trying to stay positive despite difficulties.,Medium,1.9,9.2,6.4,3.4,0.8,57.0
Trying to stay positive despite difficulties.,Medium,7.6,6.8,4.2,2.6,3.1,49.0
Some days are tough but I push myself.,Medium,5.3,7.6,8.2,3.1,0.6,48.0
I’m worried about deadlines but managing.,Medium,1.6,7.5,4.3,1.6,0.7,51.0
I feel anxious but still somewhat okay.,Medium,4.8,3.1,4.4,1.2,0.8,59.0
A few things are bothering me today.,Medium,1.7,4.4,5.3,3.2,2.5,56.0
I need a break but I’ll keep going.,Medium,7.7,6.8,9.0,3.7,1.2,66.0
I need a break but I’ll keep going.,Medium,4.6,6.5,6.8,1.0,0.8,64.0
A few things are bothering me today.,Medium,3.5,8.6,8.3,1.5,1.5,69.0
Today has its ups and downs.,Medium,3.4,9.7,8.1,4.0,1.8,50.0
Things are stressing me out a bit.,Medium,4.8,8.1,8.2,1.8,1.6,41.0
Trying to balance everything is tiring.,Medium,4.1,5.8,8.2,3.5,2.5,46.0
Some days are tough but I push myself.,Medium,5.0,5.4,7.0,1.9,2.2,63.0
I feel a little stressed but I'm coping.,Medium,2.4,9.2,6.2,3.3,0.9,66.0
I feel anxious but still somewhat okay.,Medium,4.5,5.8,5.9,2.4,2.0,64.0
Trying to stay positive despite difficulties.,Medium,7.2,3.7,6.8,1.6,0.5,57.0
Trying to stay positive despite difficulties.,Medium,5.5,7.0,5.0,3.6,1.6,40.0
Trying to stay positive despite difficulties.,Medium,2.9,7.9,6.2,4.1,1.8,59.0
I’m worried about deadlines but managing.,Medium,1.9,3.0,8.3,4.0,0.6,59.0
Some days are tough but I push myself.,Medium,6.3,3.8,6.6,3.6,1.2,55.0
I feel pressure but I'm trying to stay strong.,Medium,5.3,3.1,6.3,5.9,0.9,50.0
A few things are bothering me today.,Medium,6.8,6.1,6.7,6.0,0.5,48.0
Trying to stay positive despite difficulties.,Medium,6.9,7.7,6.1,4.0,2.9,53.0
I need a break but I’ll keep going.,Medium,2.8,4.6,4.1,1.9,1.8,62.0
A few things are bothering me today.,Medium,4.3,9.2,7.2,5.8,0.8,56.0
Some days are tough but I push myself.,Medium,2.0,9.6,7.4,3.2,3.5,61.0
Trying to balance everything is tiring.,Medium,3.4,3.9,8.7,4.8,3.3,59.0
I need a break but I’ll keep going.,Medium,2.6,9.1,5.2,4.7,0.8,48.0
Today has its ups and downs.,Medium,6.4,7.8,4.1,1.2,2.9,50.0
I need a break but I’ll keep going.,Medium,7.2,7.8,4.3,5.4,1.9,62.0
I feel a little stressed but I'm coping.,Medium,5.9,5.7,6.4,1.8,3.1,66.0
I feel a little stressed but I'm coping.,Medium,4.7,3.3,6.2,5.8,1.7,44.0
I’m worried about deadlines but managing.,Medium,5.4,6.5,6.4,4.2,2.3,64.0
Some days are tough but I push myself.,Medium,2.3,6.7,4.7,3.7,1.9,47.0
I feel a little stressed but I'm coping.,Medium,2.3,9.4,8.7,4.4,0.9,45.0
My stress level is moderate today.,Medium,5.6,4.0,4.5,5.4,2.1,63.0
I feel pressure but I'm trying to stay strong.,Medium,1.2,4.9,5.7,1.8,0.9,53.0
Things are stressing me out a bit.,Medium,5.9,8.2,6.2,3.6,2.3,64.0
Some days are tough but I push myself.,Medium,2.8,6.5,8.1,3.6,2.7,50.0
Trying to balance everything is tiring.,Medium,2.2,8.0,6.4,4.2,2.6,55.0
"No signs of stress, I'm doing great.",Low,7.7,8.9,4.5,3.9,2.2,23.0
I feel emotionally stable and light.,Low,3.7,6.2,5.8,5.7,3.4,13.0
I’m enjoying my day with no stress.,Low,6.0,9.3,8.1,3.0,2.4,5.0
I’m enjoying my day with no stress.,Low,7.8,7.2,7.2,2.0,2.9,3.0
Everything feels so peaceful today.,Low,1.6,6.8,6.9,5.9,1.2,38.0
Life feels smooth and peaceful today.,Low,1.4,9.6,8.5,2.6,2.2,29.0
I feel relaxed and calm today.,Low,2.2,5.3,8.0,3.3,0.9,0.0
"No signs of stress, I'm doing great.",Low,6.1,8.7,4.3,5.2,1.3,17.0
I feel relaxed and calm today.,Low,6.8,6.1,5.3,1.4,1.6,7.0
Life feels smooth and peaceful today.,Low,7.0,4.0,7.6,4.2,2.3,7.0
Everything feels so peaceful today.,Low,6.3,5.8,8.8,5.0,0.8,20.0
Just chilling and enjoying life.,Low,7.4,5.5,6.1,1.6,2.4,26.0
I’m enjoying my day with no stress.,Low,2.2,9.3,5.2,3.1,1.7,6.0
I’m enjoying my day with no stress.,Low,3.1,8.5,6.3,4.4,1.3,27.0
"No signs of stress, I'm doing great.",Low,5.8,4.9,8.1,4.1,1.3,18.0
Everything is under control.,Low,7.4,7.9,5.9,2.4,2.0,18.0
I am grateful for how things are going.,Low,6.6,7.2,7.3,5.0,2.1,5.0
Just chilling and enjoying life.,Low,3.3,8.2,8.8,4.5,2.8,33.0
"No signs of stress, I'm doing great.",Low,3.3,9.4,4.8,4.0,1.1,31.0
I feel great mentally and physically.,Low,2.4,5.2,7.9,3.9,2.9,16.0
I am grateful for how things are going.,Low,2.4,9.9,5.3,4.9,1.9,30.0
"No worries, just peace and happiness.",Low,5.2,9.7,8.4,5.0,2.2,5.0
I feel great mentally and physically.,Low,2.6,8.0,4.7,2.4,0.6,25.0
Life feels smooth and peaceful today.,Low,2.8,4.6,7.5,4.5,1.4,0.0
Feeling positive and mentally free.,Low,1.3,6.6,5.5,1.4,2.2,10.0
Feeling positive and mentally free.,Low,5.3,4.5,6.1,3.2,1.5,28.0
I’m enjoying my day with no stress.,Low,3.2,8.6,7.5,4.8,2.1,13.0
"No worries, just peace and happiness.",Low,6.7,5.9,6.0,4.4,0.6,10.0
I feel emotionally stable and light.,Low,3.4,5.6,8.3,6.0,1.6,14.0
Everything feels so peaceful today.,Low,6.9,4.1,6.8,4.1,2.8,7.0
Today has been refreshing and joyful.,Low,5.5,5.0,7.7,5.1,1.3,29.0
Everything feels so peaceful today.,Low,7.6,5.3,8.8,1.9,1.5,3.0
Feeling completely tension‑free today.,Low,1.6,4.7,7.4,2.6,3.2,8.0
"No worries, just peace and happiness.",Low,3.3,9.1,8.8,3.7,1.6,36.0
Feeling completely tension‑free today.,Low,2.5,9.3,7.6,3.4,2.7,36.0
I’m enjoying my day with no stress.,Low,4.7,5.5,6.6,1.2,1.3,7.0
I feel great mentally and physically.,Low,2.2,8.3,7.0,3.2,1.3,1.0
I am grateful for how things are going.,Low,2.3,4.7,6.6,1.5,1.7,17.0
I feel emotionally stable and light.,Low,5.7,6.4,6.7,6.0,3.4,20.0
Mentally strong and confident.,Low,4.4,7.5,8.1,1.5,3.4,5.0
Feeling positive and mentally free.,Low,2.7,5.8,4.7,5.3,3.2,14.0
"No worries, just peace and happiness.",Low,2.5,7.2,8.5,5.9,3.1,0.0
Life feels smooth and peaceful today.,Low,1.8,4.7,6.1,5.7,2.6,24.0
I’m enjoying my day with no stress.,Low,7.5,5.9,5.9,3.3,1.1,4.0
I feel great mentally and physically.,Low,3.5,8.7,8.4,4.9,1.3,17.0
Feeling positive and mentally free.,Low,3.5,7.9,5.3,5.9,1.7,26.0
Feeling completely tension‑free today.,Low,2.9,9.5,6.8,4.4,1.8,13.0
Just chilling and enjoying life.,Low,7.5,3.3,6.5,3.3,2.1,30.0
